,Song,Artist,Billboard100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
14937,american honey,lady antebellum,1,4xInIiKipU1mtUogJ3ZdYr,0.588,0.684,1.0,-5.154,1.0,0.0288,0.508,0.0,0.141,0.121,85.997,224867.0,4.0
14938,king of anything,sara bareilles,1,3VA8T3rNy5V24AXxNK5u9E,0.676,0.762,1.0,-4.172,1.0,0.0351,0.461,0.0,0.0574,0.81,119.003,207493.0,4.0
14939,life after you,daughtry,1,70NGpcNvhI2hqonWNAETIu,0.396,0.796,5.0,-3.253,1.0,0.0357,0.0597,0.0,0.407,0.362,154.037,207213.0,3.0
14940,teach me how to dougie,cali swag district,1,61LtVmmkGr8P9I2tSPvdpf,0.846,0.438,11.0,-4.981,1.0,0.141,0.2,9.43e-05,0.0939,0.512,85.013,237480.0,4.0
14941,try sleeping with a broken heart,alicia keys,1,1yK9LISg5uBOOW5bT2Wm0i,0.496,0.82,5.0,-5.155,1.0,0.112,0.158,0.246,0.13,0.549,110.977,249013.0,5.0
14942,"lover, lover",jerrod niemann,1,5UzU0qw21okODBNUnxptVo,0.879,0.567,7.0,-6.509,1.0,0.0586,0.184,0.0,0.622,0.948,112.472,193733.0,4.0
14943,rolling in the deep,adele,1,1CkvWZme3pRgbzaxZnTl5X,0.729,0.756,8.0,-5.119,1.0,0.0294,0.131,0.0,0.0527,0.522,104.945,228293.0,4.0
14944,party rock anthem,lmfao,1,0IkKz2J93C94Ei4BvDop7P,0.75,0.727,5.0,-4.21,0.0,0.142,0.0189,0.0,0.266,0.359,129.993,262173.0,4.0
14945,firework,katy perry,1,4lCv7b86sLynZbXhfScfm2,0.638,0.826,8.0,-4.968,1.0,0.0479,0.139,0.0,0.0803,0.649,124.072,227880.0,4.0
14946,e.t.,katy perry,1,36ux3YuUsGTWPT8fXclS45,0.62,0.869,1.0,-5.252,1.0,0.175,0.0181,0.0,0.369,0.76,151.684,229573.0,4.0
14947,give me everything,pitbull,1,4QNpBfC0zvjKqPJcyqBy9W,0.671,0.939,8.0,-3.206,1.0,0.161,0.192,0.0,0.298,0.529,129.023,252307.0,4.0
14948,grenade,bruno mars,1,2tJulUYLDKOg9XrtVkMgcJ,0.706,0.558,2.0,-7.237,0.0,0.0593,0.146,0.0,0.118,0.227,110.443,223253.0,4.0
14949,fuck you,ceelo green,1,4ycLiPVzE5KamivXrAzGFG,0.69,0.834,0.0,-5.79,1.0,0.0566,0.129,0.0,0.136,0.738,127.43,222933.0,4.0
14950,super bass,nicki minaj,1,0iYebKFUSfF72fUu2OW6ZT,0.72,0.861,11.0,-4.339,1.0,0.209,0.269,5.11e-06,0.601,0.669,126.991,200013.0,4.0
14951,moves like jagger,maroon 5,1,7LcfRTgAVTs5pQGEQgUEzN,0.722,0.758,11.0,-4.477,0.0,0.0471,0.0111,0.0,0.308,0.62,128.047,201160.0,4.0
14952,just can't get enough,the black eyed peas,1,5HLxyoxczu6uZls774Sylo,0.641,0.937,3.0,-3.557,1.0,0.0749,0.000534,5.49e-05,0.136,0.828,132.009,185987.0,4.0
14953,on the floor,jennifer lopez,1,0Oe49j06Bjrxs8PltuVeaW,0.758,0.686,11.0,-6.346,1.0,0.0792,0.0848,0.00127,0.142,0.444,130.007,230907.0,4.0
14954,s&m,rihanna,1,2u02eLj96Atd6TBxkH9YvN,0.766,0.682,1.0,-5.02,1.0,0.0419,0.0113,0.00016,0.104,0.833,127.966,243533.0,4.0
14955,pumped up kicks,foster the people,1,7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,5.0,-5.849,0.0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600.0,4.0
14956,last friday night (t.g.i.f.),katy perry,1,455AfCsOhhLPRc68sE01D8,0.649,0.815,3.0,-3.796,0.0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,230747.0,4.0
14957,tonight (i'm lovin' you),enrique iglesias,1,1CCNGAP0mtPwN32RmbFWPP,0.802,0.715,0.0,-8.81,0.0,0.275,0.327,0.000248,0.126,0.522,125.936,228024.0,4.0
14958,raise your glass,pink,1,2vDRodqPk4DBcWa6oKw4yM,0.806,0.474,7.0,-11.2,1.0,0.124,0.069,0.0,0.419,0.539,122.027,200569.0,4.0
14959,born this way,lady gaga,1,6r2BECwMgEoRb5yLfp0Hca,0.587,0.828,11.0,-5.108,1.0,0.161,0.00327,0.0,0.331,0.494,123.907,260253.0,4.0
14960,f**kin' perfect,pink,1,2atLNX4pKhP5dI9lRwPYXv,0.727,0.542,7.0,-6.239,1.0,0.0425,0.116,0.0,0.111,0.636,92.027,212767.0,4.0
14961,look at me now,chris brown,1,3hsmbFKT5Cujb5GQjqEU39,0.767,0.677,11.0,-6.128,0.0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,222587.0,4.0
14962,down on me,jeremih,1,0x3TibRgnSqzkcwrqBd4iX,0.7,0.598,2.0,-7.783,1.0,0.114,0.0369,0.0,0.111,0.594,160.041,228453.0,4.0
14963,how to love,lil wayne,1,4aX4Oycsk1fhHIee1zqsDe,0.644,0.661,11.0,-6.093,1.0,0.0418,0.000177,5.14e-06,0.108,0.272,154.001,240307.0,4.0
14964,someone like you,adele,1,4kflIGfjdZJW4ot2ioixTB,0.559,0.33,9.0,-8.251,1.0,0.0285,0.892,0.0,0.0975,0.285,135.109,285040.0,4.0
14965,the lazy song,bruno mars,1,1ExfPZEiahqhLyajhybFeS,0.738,0.804,11.0,-3.851,1.0,0.0621,0.332,0.0,0.279,0.949,174.943,190213.0,4.0
14966,till the world ends,britney spears,1,38iU2jg98IZZEIJPrP7aWD,0.693,0.705,8.0,-5.747,1.0,0.0665,0.0228,0.0,0.202,0.45,131.951,237947.0,4.0
14967,the show goes on,lupe fiasco,1,4NTWZqvfQTlOMitlVn6tew,0.591,0.889,7.0,-3.839,1.0,0.115,0.0189,0.0,0.155,0.65,143.067,239613.0,4.0
14968,the edge of glory,lady gaga,1,0JNdS1n0ifOP25XvhwAMgM,0.581,0.772,9.0,-6.544,1.0,0.0401,0.000343,0.0191,0.11,0.361,127.952,320587.0,4.0
14969,we r who we r,kesha,1,3LUWWox8YYykohBbHUrrxd,0.736,0.817,8.0,-4.9,1.0,0.0407,0.00987,0.00167,0.117,0.653,119.95,204760.0,4.0
14970,black and yellow,wiz khalifa,1,5A6OHHy73AR5tLxgTc98zz,0.684,0.834,2.0,-4.524,0.0,0.0675,0.0646,0.0,0.271,0.538,164.02,217667.0,4.0
14971,tonight tonight,hot chelle rae,1,2i0AUcEnsDm3dsqLrFWUCq,0.686,0.783,4.0,-4.977,1.0,0.119,0.0764,0.0,0.163,0.814,99.978,200467.0,4.0
14972,blow,kesha,1,3pYDZTJM2tVBUhIRifWVzI,0.753,0.729,11.0,-3.862,0.0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,219973.0,4.0
14973,lighters,bad meets evil,1,5zpDHEU12zATwLGvozxPw2,0.676,0.695,0.0,-8.327,1.0,0.245,0.352,0.0,0.119,0.144,90.268,303813.0,4.0
14974,stereo hearts,gym class heroes,1,0qOnSQQF0yzuPWsXrQ9paz,0.646,0.795,9.0,-3.293,1.0,0.0976,0.0319,0.0,0.267,0.796,89.99,210960.0,4.0
14975,the time (dirty bit),the black eyed peas,1,7vWFaMq63AwkFDhS2OAg5u,0.816,0.813,6.0,-7.798,0.0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,307640.0,4.0
14976,coming home,diddy – dirty money,1,6Iocm6VMu6bVNYwiDoyQFW,0.392,0.839,7.0,-1.921,1.0,0.193,0.158,0.0,0.3,0.232,168.001,238693.0,4.0
14977,hey baby (drop it to the floor),pitbull,1,3rfhI32Il2hVRKDkuGeeen,0.595,0.913,10.0,-3.428,0.0,0.0884,0.0435,0.0,0.259,0.762,128.021,234453.0,4.0
14978,6 foot 7 foot,lil wayne,1,0z5ZPs57J2KERwM1tBM2GF,0.365,0.751,2.0,-5.429,1.0,0.304,0.000707,0.0,0.318,0.604,79.119,248587.0,4.0
14979,just a kiss,lady antebellum,1,2nRvKHh2mtOfIQ4jcAkP9q,0.593,0.639,1.0,-5.826,1.0,0.0307,0.446,0.0,0.0998,0.332,142.881,218840.0,4.0
14980,dirt road anthem,jason aldean,1,2qYsSHsYkihWx043HVJQRV,0.68,0.741,2.0,-5.055,1.0,0.0357,0.347,1.87e-06,0.117,0.635,127.024,229400.0,4.0
14981,no hands,waka flocka flame,1,03tqyYWC9Um2ZqU0ZN849H,0.76,0.595,1.0,-6.366,1.0,0.0391,0.00544,0.0,0.241,0.361,131.497,263773.0,4.0
14982,i wanna go,britney spears,1,5cCAZS9VhLGEDV4NCfieeg,0.696,0.546,5.0,-6.55,1.0,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,210267.0,4.0
14983,i'm on one,dj khaled,1,608a1wIsSd5KzMEqm1O7w3,0.413,0.807,11.0,-3.499,0.0,0.318,0.0536,0.0,0.631,0.438,149.33,296147.0,4.0
14984,you make me feel...,cobra starship,1,16Of7eeW44kt0a1M0nitHM,0.668,0.857,7.0,-2.944,0.0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,215693.0,4.0
14985,yeah 3x,chris brown,1,2QtxlzvSBONjs1bDC34ixs,0.705,0.882,11.0,-3.201,0.0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,241667.0,4.0
14986,moment 4 life,nicki minaj,1,0ConttVd0Ebk3dLNquOmh0,0.68,0.882,11.0,-3.883,1.0,0.236,0.406,0.0,0.241,0.386,97.943,279307.0,4.0
14987,i need a doctor,dr. dre,1,58JnRuLVS8j9iK0WqI5eS1,0.658,0.875,5.0,-8.933,0.0,0.0436,0.722,0.885,0.0921,0.644,155.965,275908.0,4.0
14988,motivation,kelly rowland,1,4Cv5dkUBqepa0siwGREihD,0.735,0.679,9.0,-5.588,0.0,0.0431,0.18,0.000198,0.0766,0.264,140.858,231173.0,4.0
14989,stereo love,edward maya,1,35Dofxo9smHVxmFQbhYIAT,0.778,0.776,9.0,-5.359,1.0,0.0362,0.0338,0.0216,0.0772,0.361,127.049,247615.0,4.0
14990,jar of hearts,christina perri,1,0HZhYMZOcUzZKSFwPOti6m,0.349,0.348,3.0,-6.142,1.0,0.0316,0.726,0.0,0.12,0.0886,74.541,246587.0,4.0
14991,roll up,wiz khalifa,1,53DB6LJV9B8sz0p1s6tlGS,0.523,0.805,3.0,-5.473,1.0,0.192,0.0524,0.0,0.0914,0.602,125.358,227773.0,5.0
14992,sexy and i know it,lmfao,1,0obBFrPYkSoBJbvHfUIhkv,0.707,0.861,7.0,-4.225,1.0,0.316,0.1,0.0,0.191,0.795,130.021,199480.0,4.0
14993,rocketeer,far east movement,1,45sDIKapDyxPl307QpEAwl,0.664,0.845,4.0,-6.115,0.0,0.0461,0.181,0.0,0.267,0.357,96.005,211253.0,4.0
14994,all of the lights,kanye west,1,22L7bfCiAkJo5xGSQgmiIO,0.541,0.803,1.0,-3.284,1.0,0.0738,0.0796,1.71e-05,0.176,0.221,142.135,299613.0,4.0
14995,hold it against me,britney spears,1,7Dyq1bhhjknLKEGg4k5NLr,0.648,0.722,0.0,-4.813,0.0,0.0427,0.0103,0.0,0.24,0.389,132.973,228827.0,4.0
14996,more,usher,1,0aBKFfdyOD1Ttvgv0cfjjJ,0.551,0.893,7.0,-2.628,1.0,0.0543,0.00166,0.0,0.348,0.794,125.083,219987.0,4.0
14997,what the hell,avril lavigne,1,2z4U9d5OAA4YLNXoCgioxo,0.578,0.926,6.0,-3.689,0.0,0.0548,0.00472,0.0127,0.14,0.877,149.976,220707.0,4.0
14998,written in the stars,tinie tempah,1,61HQWI1Woxup7CnGwVUsdI,0.644,0.945,7.0,-3.534,1.0,0.0717,0.0587,0.0,0.184,0.573,91.017,219560.0,4.0
14999,for the first time,the script,1,09ZcYBGFX16X8GMDrvqQwt,0.396,0.629,9.0,-4.78,1.0,0.0287,0.0328,0.0,0.183,0.358,173.794,252853.0,4.0
15000,honey bee,blake shelton,1,0gY2iq0xJPRoIB1PScKSw4,0.481,0.849,4.0,-5.131,1.0,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,210720.0,4.0
15001,don't you wanna stay,jason aldean,1,7CZiLgkiVHhFcDkI2Y4lZ4,0.445,0.631,11.0,-4.798,1.0,0.0304,0.129,0.0,0.0911,0.152,143.846,256440.0,4.0
15002,we found love,rihanna,1,6qn9YLKt13AGvpq9jfO8py,0.734,0.766,1.0,-4.485,1.0,0.0383,0.025,0.00138,0.108,0.6,127.986,215227.0,4.0
15003,pretty girl rock,keri hilson,1,2Adn2LNgkHMH5TelQVAu4n,0.666,0.87,11.0,-5.004,0.0,0.246,0.203,0.0,0.0851,0.9,160.014,243920.0,4.0
15004,yoü and i,lady gaga,1,6LyYHKz5m0LvR9l3H6iPHT,0.468,0.385,9.0,-6.081,1.0,0.0385,0.785,2.43e-05,0.075,0.289,84.246,214000.0,3.0
15005,back to december,taylor swift,1,3DrjZArsPsoqbLzUZZV1Id,0.529,0.67,2.0,-4.663,1.0,0.0303,0.117,0.0,0.334,0.286,141.893,293027.0,4.0
15006,crazy girl,eli young band,1,1nVLAEzhBXMJLR5zAl90Nl,0.366,0.651,4.0,-3.842,1.0,0.031,0.000415,0.00526,0.271,0.257,151.343,200707.0,3.0
15007,cheers (drink to that),rihanna,1,46MDLc0Yip6xCMSsdePOAU,0.576,0.912,9.0,-3.623,1.0,0.0403,0.0182,0.0,0.293,0.727,79.981,261747.0,4.0
15008,who says,selena gomez & the scene,1,3TcL0dyCMyr0kyTTc4NLgI,0.682,0.927,4.0,-2.915,1.0,0.0479,0.0843,0.0,0.149,0.744,101.019,195613.0,4.0
15009,barefoot blue jean night,jake owen,1,3ts6xK5GzfMAAriT9AIBmP,0.6,0.808,4.0,-4.679,1.0,0.0403,0.208,0.0,0.196,0.809,172.016,167427.0,4.0
15010,knee deep,zac brown band,1,1yEwEiTpsaPhQi9lb5EVV4,0.715,0.584,8.0,-8.231,1.0,0.0296,0.432,1.41e-06,0.095,0.61,90.987,203173.0,4.0
15011,country girl (shake it for me),luke bryan,1,0yD66650JxhqKbW76C2qCo,0.645,0.904,2.0,-4.532,1.0,0.0462,0.0293,0.0,0.0834,0.671,105.97,225560.0,4.0
15012,remind me,brad paisley and carrie underwood,1,4ABua0yuWcpTotImEEJTaw,0.485,0.726,5.0,-4.2,1.0,0.0327,0.0603,1.75e-05,0.225,0.288,140.781,271907.0,4.0
15013,in the dark,dev,1,1pbHy9VBpSyZh56xuujZz0,0.736,0.823,8.0,-4.231,1.0,0.0675,0.00358,0.000914,0.33,0.442,124.954,226227.0,4.0
15014,backseat,new boyz,1,4dWjQ3wEfW6KPaaxCoaPH4,0.595,0.923,7.0,-3.449,1.0,0.144,0.0693,0.0,0.505,0.782,125.029,224093.0,4.0
15015,headlines,drake,1,6LxSe8YmdPxy095Ux6znaQ,0.636,0.566,6.0,-7.16,0.0,0.106,0.365,0.000353,0.0917,0.425,151.894,235987.0,4.0
15016,best thing i never had,beyoncé,1,3lBRNqXjPp2j3JMTCXDTNO,0.545,0.649,6.0,-4.062,1.0,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,253747.0,4.0
15017,don't wanna go home,jason derulo,1,1r3myKmjWoOqRip99CmSj1,0.671,0.808,2.0,-4.861,0.0,0.0652,0.02,0.0,0.134,0.637,121.956,206080.0,4.0
15018,where them girls at,david guetta,1,63rbP24OzfaQCJjsHWZXnY,0.664,0.873,3.0,-3.115,1.0,0.0394,0.0305,0.0,0.228,0.571,129.876,210093.0,4.0
15019,she ain't you,chris brown,1,3dhvQUA0NyrAea4vQ7X6Gn,0.634,0.716,2.0,-6.502,1.0,0.128,0.0341,0.0,0.0877,0.619,91.039,248107.0,4.0
15020,take a back road,rodney atkins,1,7B6m8tHAYZsOKOKMU5SR2n,0.581,0.856,3.0,-4.0,1.0,0.0783,0.183,0.0,0.0871,0.918,169.902,209427.0,4.0
15021,sure thing,miguel,1,0JXXNGljqupsJaZsgSbMZV,0.684,0.603,11.0,-8.127,0.0,0.0989,0.0275,0.000311,0.191,0.504,81.0,195373.0,4.0
15022,price tag,jessie j,1,5mvKuE9Lf9ARVXVXA32kK9,0.638,0.831,5.0,-3.944,1.0,0.182,0.0281,3.06e-06,0.277,0.685,175.038,223053.0,4.0
15023,god gave me you,blake shelton,1,0w9LJae3sVlZlH2CnxTInF,0.483,0.844,2.0,-5.043,1.0,0.0314,0.00481,7.29e-05,0.405,0.543,151.977,229533.0,4.0
15024,she will,lil wayne,1,3FFcZZq3Z3EJrhUecwcMdG,0.364,0.841,8.0,-4.831,1.0,0.119,0.000402,0.0,0.242,0.0837,100.14,305840.0,5.0
15025,are you gonna kiss me or not,thompson square,1,2TAcwD5KcV9uY3O1tLGV15,0.485,0.701,8.0,-3.807,1.0,0.0288,0.039,0.0,0.0977,0.613,151.948,184920.0,4.0
15026,you and tequila,kenny chesney,1,1t2hJFgJyUPD2crOafMUEk,0.691,0.454,6.0,-9.13,1.0,0.0256,0.437,0.00227,0.0783,0.35,135.839,242840.0,4.0
15027,colder weather,zac brown band,1,1M2l9ReoabUnvl6Y8jLUe7,0.667,0.381,3.0,-7.494,1.0,0.0294,0.458,0.0,0.116,0.199,135.979,273893.0,4.0
15028,my last,big sean,1,70tFuqBcduJv15bEnOPRTh,0.387,0.773,8.0,-5.685,1.0,0.17,0.098,0.0,0.209,0.368,78.629,254120.0,4.0
15029,somebody that i used to know,gotye,1,4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0.0,-7.036,1.0,0.037,0.591,0.000133,0.0992,0.72,129.062,244973.0,4.0
15030,call me maybe,carly rae jepsen,1,3TGRqZ0a2l1LRblBkJoaDx,0.783,0.58,7.0,-6.548,1.0,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400.0,4.0
15031,we are young,fun,1,7a86XRg84qjasly9f6bPSD,0.378,0.638,10.0,-5.576,1.0,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627.0,4.0
15032,payphone,maroon 5,1,1LmN9SSHISbtp9LoaR5ZVJ,0.739,0.756,4.0,-4.828,1.0,0.0394,0.0136,0.0,0.37,0.523,110.028,231387.0,4.0
15033,lights,ellie goulding,1,7gUpO6td4OOnu0Lf9vhcIV,0.683,0.789,8.0,-6.132,0.0,0.0353,0.0283,0.0492,0.112,0.809,120.013,211800.0,4.0
15034,glad you came,the wanted,1,3AGOgQzp0YcPH41u9p7dOp,0.61,0.841,7.0,-4.579,0.0,0.0692,0.056,9.85e-06,0.118,0.431,126.889,198187.0,4.0
15035,stronger (what doesn't kill you),kelly clarkson,1,6D60klaHqbCl9ySc8VcRss,0.562,0.939,0.0,-4.282,1.0,0.0475,0.046,0.0,0.112,0.684,116.044,221947.0,4.0
15036,starships,nicki minaj,1,1oHNvJVbFkexQc0BpQp7Y4,0.747,0.716,11.0,-2.457,0.0,0.075,0.135,0.0,0.251,0.751,125.008,210627.0,4.0
15037,what makes you beautiful,one direction,1,4cluDES4hQEUhmXj6TXkSo,0.726,0.787,4.0,-2.494,1.0,0.0738,0.009,0.0,0.0596,0.888,124.989,199987.0,4.0
15038,wild ones,flo rida,1,1NpW5kyvO4XrNJ3rnfcNy3,0.608,0.86,5.0,-5.324,0.0,0.0554,0.0991,0.0,0.262,0.437,127.075,232947.0,4.0
15039,set fire to the rain,adele,1,3CKCZ9pfwAfoMZlMncA1Nc,0.61,0.683,2.0,-3.879,0.0,0.0253,0.00382,1.79e-06,0.125,0.466,108.003,241693.0,4.0
15040,some nights,fun,1,0s6ks6fob6Kl7lAqDLrBnW,0.661,0.788,0.0,-5.036,1.0,0.0425,0.125,8.78e-05,0.571,0.567,107.984,215533.0,4.0
15041,wide awake,katy perry,1,5JLv62qFIS1DR3zGEcApRt,0.514,0.683,5.0,-5.099,1.0,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,220947.0,4.0
15042,good feeling,flo rida,1,2LEF1A8DOZ9wRYikWgVlZ8,0.706,0.89,1.0,-4.444,0.0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133.0,4.0
15043,whistle,flo rida,1,3bC1ahPIYt1btJzSSEyyrF,0.747,0.937,0.0,-5.746,1.0,0.0453,0.0208,0.0,0.29,0.739,103.976,224653.0,4.0
15044,one more night,maroon 5,1,4XNrMwGx1SqP01sqkGTDmo,0.718,0.82,5.0,-3.453,0.0,0.0323,0.0444,0.0,0.0846,0.613,92.998,219467.0,4.0
15045,drive by,train,1,0KAiuUOrLTIkzkpfpn9jb9,0.765,0.837,1.0,-3.113,0.0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,195973.0,4.0
15046,the motto,drake,1,4Kz4RdRCceaA9VgTqBhBfa,0.766,0.442,1.0,-8.558,1.0,0.356,0.000107,6.12e-05,0.111,0.39,201.8,181573.0,4.0
15047,where have you been,rihanna,1,5WQQIDU3HRaMyPkob8mpFb,0.719,0.847,0.0,-6.34,0.0,0.0916,0.00201,0.0204,0.221,0.444,127.963,242680.0,4.0
15048,everybody talks,neon trees,1,2iUmqdfGZcHIhS3b9E9EWq,0.471,0.924,8.0,-3.906,1.0,0.0586,0.00301,0.0,0.313,0.725,154.961,177280.0,4.0
15049,take care,drake,1,124NFj84ppZ5pAxTuVQYCQ,0.629,0.515,0.0,-10.358,0.0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,277387.0,4.0
15050,titanium,david guetta,1,77TT8Xvx637TpzV8kKGkUw,0.604,0.787,0.0,-3.674,0.0,0.103,0.0679,0.15,0.127,0.301,126.062,245040.0,4.0
15051,i won't give up,jason mraz,1,53QF56cjZA9RTuuMZDrSA6,0.585,0.303,4.0,-10.058,1.0,0.0398,0.694,0.0,0.115,0.142,136.703,240166.0,3.0
15052,it will rain,bruno mars,1,0RUGuh2uSNFJpGMSsD1F5C,0.576,0.835,2.0,-6.826,1.0,0.0486,0.337,0.0,0.082,0.476,150.017,257720.0,4.0
15053,mercy,"kanye west, big sean, pusha t and 2 chainz",1,4qikXelSRKvoCqFcHLB2H2,0.563,0.496,6.0,-9.381,0.0,0.405,0.0679,5.61e-05,0.173,0.424,140.001,329320.0,4.0
15054,boyfriend,justin bieber,1,0171XsIM2xyeXRr6wsugEI,0.717,0.55,10.0,-6.019,0.0,0.0521,0.0358,0.00196,0.126,0.332,96.976,171333.0,4.0
15055,part of me,katy perry,1,1nZzRJbFvCEct3uzu04ZoL,0.678,0.918,5.0,-4.63,1.0,0.0355,0.000417,0.0,0.0744,0.769,130.028,216160.0,4.0
15056,"young, wild & free",snoop dogg and wiz khalifa,1,5HQVUIKwCEXpe7JIHyY734,0.715,0.655,0.0,-6.425,1.0,0.137,0.0525,0.0,0.115,0.531,95.078,207333.0,4.0
15057,we are never ever getting back together,taylor swift,1,7AEAGTc8cReDqcbPoY9gwo,0.628,0.676,7.0,-5.911,1.0,0.0916,0.00957,2.65e-05,0.102,0.75,85.984,191880.0,4.0
15058,as long as you love me,justin bieber,1,0pwYLVXVknPSGUQb39cePC,0.571,0.873,0.0,-3.382,0.0,0.0997,0.0807,0.0,0.361,0.613,139.691,229467.0,4.0
15059,blow me (one last kiss),pink,1,4k80K0b6KZ2QjAYkXON7q6,0.597,0.919,7.0,-2.954,1.0,0.044,0.000145,0.0,0.282,0.73,113.987,255587.0,4.0
15060,good time,owl city and carly rae jepsen,1,1kPpge9JDLpcj15qgrPbYX,0.56,0.872,3.0,-4.269,1.0,0.14,0.0239,7.52e-06,0.371,0.681,126.053,205933.0,4.0
15061,give your heart a break,demi lovato,1,3sP3c86WFjOzHHnbhhZcLA,0.651,0.695,6.0,-3.218,1.0,0.0487,0.23,0.0,0.144,0.569,123.008,205347.0,4.0
15063,the one that got away,katy perry,1,3oL3XRtkP1WVbMxf7dtTdu,0.687,0.792,1.0,-4.023,0.0,0.0353,0.000802,0.0,0.2,0.864,133.962,227333.0,4.0
15064,feel so close,calvin harris,1,1gihuPhrLraKYrJMAEONyc,0.707,0.924,7.0,-2.842,1.0,0.031,0.000972,0.00703,0.204,0.919,127.937,206413.0,4.0
15065,someone like you,adele,1,4kflIGfjdZJW4ot2ioixTB,0.559,0.33,9.0,-8.251,1.0,0.0285,0.892,0.0,0.0975,0.285,135.109,285040.0,4.0
15066,rack city,tyga,1,0srwKuJPH8yBzzFUJMBQM2,0.929,0.339,1.0,-10.881,1.0,0.371,0.0373,1.96e-05,0.187,0.273,98.986,203200.0,4.0
15067,domino,jessie j,1,6MAdEUilV2p9RQUqE5bMAK,0.757,0.547,7.0,-4.573,1.0,0.0355,0.0115,0.0,0.0445,0.793,126.977,231693.0,4.0
15068,gangnam style,psy,1,03UrZgTINDqvnUMbbIMhql,0.727,0.937,11.0,-2.871,0.0,0.287,0.00417,0.0,0.091,0.749,132.067,219493.0,4.0
15069,international love,pitbull,1,62zFEHfAYl5kdHYOivj4BC,0.669,0.855,0.0,-3.035,0.0,0.0499,0.0124,0.0,0.335,0.648,120.045,227280.0,4.0
15070,ass back home,gym class heroes,1,3bfqkspKABT4pPicm6wC9F,0.716,0.838,10.0,-4.289,1.0,0.0513,0.134,0.0,0.148,0.646,130.034,222213.0,4.0
15071,wanted,hunter hayes,1,0p1BcEcYVO3uk4KDf3gzkY,0.421,0.476,0.0,-7.692,1.0,0.0298,0.268,0.0,0.0816,0.3,169.784,228840.0,4.0
15072,drunk on you,luke bryan,1,3b7CDTKB0SRTmQ6ytYi5vZ,0.558,0.872,9.0,-4.401,1.0,0.0449,0.178,0.0,0.173,0.472,143.971,213547.0,4.0
15073,no lie,2 chainz,1,6j9iyrrmqWlQZ5SD1hSTaq,0.634,0.665,6.0,-5.984,0.0,0.176,0.0172,0.0,0.365,0.611,131.108,237827.0,4.0
15074,want u back,cher lloyd,1,6E11E0lT5Zy7yb6iT3y8DN,0.694,0.891,9.0,-2.94,1.0,0.0949,0.0562,0.0,0.561,0.563,97.939,214573.0,4.0
15075,don't wake me up,chris brown,1,18VfHIPaCo0s6FTi1Fnp6T,0.602,0.691,7.0,-5.197,0.0,0.051,0.0548,0.0,0.144,0.206,127.967,222307.0,4.0
15076,dance (a$$),big sean,1,3OVLPcUPS0HbMeAeMP0jZ4,0.821,0.721,11.0,-6.807,0.0,0.292,0.0263,0.000661,0.215,0.698,79.949,220347.0,4.0
15077,springsteen,eric church,1,05ZACkzW8YbRq3eFgIfSNB,0.692,0.809,2.0,-5.935,1.0,0.0255,0.1,9.77e-05,0.185,0.927,104.023,263387.0,4.0
15078,not over you,gavin degraw,1,6j7hih15xG2cdYwIJnQXsq,0.63,0.894,10.0,-4.592,1.0,0.0544,0.255,0.0,0.181,0.364,142.051,218520.0,4.0
15079,back in time,pitbull,1,3eQlGeyuSibgAGPEJugaDW,0.729,0.911,0.0,-4.5,1.0,0.045,0.00205,1.39e-06,0.295,0.74,127.087,207760.0,4.0
15080,work out,j. cole,1,2nqDYKh0Hbuw1tMpblyVtC,0.751,0.882,0.0,-2.955,0.0,0.0337,0.388,2.71e-06,0.42,0.56,129.943,169627.0,4.0
15081,rumour has it,adele,1,76N7FdzCI9OsiUnzJVLY2m,0.618,0.753,7.0,-5.05,0.0,0.0451,0.637,0.0,0.0905,0.557,120.041,221427.0,4.0
15082,let's go,calvin harris,1,4wkQmYpAaMe41Rc3sYZ7Vz,0.71,0.882,4.0,-2.932,0.0,0.0595,0.00777,0.00771,0.294,0.875,128.016,232800.0,4.0
15083,good girl,carrie underwood,1,20DfkHC5grnKNJCzZQB6KC,0.617,0.839,0.0,-2.849,0.0,0.0655,0.0286,0.0,0.19,0.741,128.91,205560.0,4.0
